"","date","Appliances","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint","rv1","rv2"
"4247",NA,70,0,21.39,41.59,20.7,39.96667,22.5,43.16333,18.79,40.96667,19.13889,50.97778,2.6175,92.09,19.85667,41.06,22.29,48.60222,19.1,46.2,2.533333,739.1333,92.66667,8.666667,40,1.466667,35.45933,35.45933
"4248",NA,60,0,21.39,41.59,20.7,39.93333,22.5,43.09,18.79,40.9,19.11667,50.97778,2.7,92.09,19.82333,41.04833,22.285,48.59,19.1,46.2,2.516667,739.1667,92.83333,8.333333,40,1.483333,48.31229,48.31229
"4249",NA,60,0,21.29,41.7,20.7,40,22.5,43.09,18.79,40.9,19.1,51,2.73,92.09,19.85111,41.14722,22.23,48.61444,19.1,46.2,2.5,739.2,93,8,40,1.5,44.70642,44.70642
"4250",NA,70,0,21.29,41.7,20.7,40,22.5,43.09,18.79,40.93333,19.1,51,2.73,92.09,19.81222,41.14278,22.23,48.565,19.1,46.2,2.5,739.2333,93.16667,7.833333,40,1.516667,17.74002,17.74002
"4251",NA,60,0,21.29,41.7,20.625,39.925,22.5,43.06,18.79,41,19.1,51,2.663333,92.09,19.82889,41.255,22.21,48.60556,19.1,46.2,2.5,739.2667,93.33333,7.666667,40,1.533333,25.98638,25.98638
"4252",NA,60,0,21.23,41.62667,20.6,39.96667,22.5,43,18.76,41,19.1,51.04,2.59,92.09,19.86778,41.27,22.2,48.7,19.1,46.29,2.5,739.3,93.5,7.5,40,1.55,26.58144,26.58144
"4253",NA,70,0,21.2,41.7,20.6,40,22.46333,43,18.76,41,19.1,51.045,2.59,92.06,19.81778,41.13778,22.18889,48.7,19.1,46.29,2.5,739.3333,93.66667,7.333333,40,1.566667,16.21786,16.21786
"4254",NA,70,0,21.175,41.7,20.53333,40,22.39,43,18.76,41,19.1,51.09,2.59,92.06,19.79,41.09,22.12778,48.7,19.1,46.29,2.5,739.3667,93.83333,7.166667,40,1.583333,13.68459,13.68459
"4255",NA,70,0,21.16667,41.7,20.5,40,22.39,43.09,18.7,41,19.1,51.09,2.626667,92.12333,19.79,41.18167,22.1,48.66944,19.1,46.32667,2.5,739.4,94,7,40,1.6,37.23477,37.23477
"4256",NA,70,0,21.1,41.7,20.5,40,22.39,43.03,18.7,41,19.1,51.13278,2.7,92.12333,19.79,41.2,22.1,48.555,19.1,46.4,2.5,739.4167,94,7,40,1.6,28.25168,28.25168
"4257",NA,70,0,21.1,41.7,20.5,40,22.39,43.09,18.7,41,19.1,51.2,2.73,92.19,19.79,41.13278,22.1,48.5,19.1,46.29,2.5,739.4333,94,7,40,1.6,3.435501,3.435501
"4258",NA,70,0,21.06667,41.66333,20.42667,40,22.39,43.03,18.7,41,19.1,51.2,2.79,92.19,19.79,41.09,22.06667,48.46667,19.1,46.29,2.5,739.45,94,7,40,1.6,21.14796,21.14796
"4259",NA,60,0,21,41.59,20.39,40,22.42667,43.03,18.7,41,19.1,51.225,2.7,92.19,19.79,41.07,22.03889,48.43889,19.1,46.32667,2.5,739.4667,94,7,40,1.6,46.45543,46.45543
"4260",NA,70,0,21,41.59,20.39,40,22.5,43.09,18.7,41,19.07222,51.265,2.76,92.19,19.79,41.09,22.02778,48.48833,19.1,46.4,2.5,739.4833,94,7,40,1.6,19.24851,19.24851
"4261",NA,60,0,21,41.59,20.39,40,22.39,43,18.675,41.045,19.05,51.245,2.79,92.12333,19.79,41.15722,22.01667,48.56,19.1,46.4,2.5,739.5,94,7,40,1.6,20.6125,20.6125
"4262",NA,60,0,21,41.65667,20.32333,40,22.39,43,18.6,41,19.02778,51.26,2.79,92.19,19.79,41.16944,22,48.74278,19.1,46.4,2.566667,739.5667,94,6.833333,40,1.666667,36.55606,36.55606
"4263",NA,50,0,21,41.73,20.29,40.03,22.35667,42.02667,18.6,41,19.03889,51.33278,2.79,92.245,19.79,41.11444,22,48.93778,19.1,46.4,2.633333,739.6333,94,6.666667,40,1.733333,0.06271478,0.06271478
"4264",NA,60,0,21,41.7,20.29,40.22333,22.23,41.3,18.6,41,19.02778,51.32056,2.9,92.3,19.79,41.09,22,49,19.1,46.4,2.7,739.7,94,6.5,40,1.8,35.63033,35.63033
"4265",NA,50,0,21,41.76,20.29,40.53,22.1,41.16333,18.6,41,19,51.345,2.9,92.3,19.79,41.09611,22,49,19.1,46.36333,2.766667,739.7667,94,6.333333,40,1.866667,9.619872,9.619872
"4266",NA,60,0,20.96333,41.9,20.29,40.72333,22.03333,41.03,18.6,41.06,19,51.4,2.826667,92.22667,19.79,41.18778,22,49,19.1,46.23,2.833333,739.8333,94,6.166667,40,1.933333,0.7461957,0.7461957
"4267",NA,70,0,20.96333,41.96667,20.29,40.82667,21.96333,40.96667,18.6,41.09,19,51.42778,2.9,92.3,19.79,41.2,22,48.98889,19.1,46.16333,2.9,739.9,94,6,40,2,16.97384,16.97384
"4268",NA,60,0,21,42.12667,20.29,40.96667,21.89,40.82667,18.6,41.09,19,51.5,3,92.3,19.79,41.2,21.945,48.98333,19.1,46.09,3.033333,739.95,94,6,40,2.133333,1.817278,1.817278
"4269",NA,100,0,20.92667,42.2,20.26,41.06,21.89,40.86333,18.6,41.09,19,51.545,3.06,92.36667,19.79,41.10111,21.96944,48.91111,19.1,46.06,3.166667,740,94,6,40,2.266667,48.83307,48.83307
"4270",NA,80,20,20.89,42.3,20.2,41.02,21.815,40.79,18.6,41.09,19,51.47,3.2,92.33333,19.725,40.55278,21.89611,48.62833,19.1,45.93333,3.3,740.05,94,6,40,2.4,36.09062,36.09062
"4271",NA,100,20,20.89,42.36,20.2,40.9,21.79,40.99,18.59667,41.45667,19,51.32667,3.333333,92.4,19.66667,40.09611,21.89,48.14944,19.1,45.63333,3.433333,740.1,94,6,40,2.533333,23.42602,23.42602
"4272",NA,120,30,20.89,42.46667,20.2,40.66333,21.79,41.23,19.06333,41.93,19,51.16722,3.53,92.5,19.65556,39.81056,21.87333,47.64333,19.05,45.145,3.566667,740.15,94,6,40,2.666667,2.895448,2.895448
"4273",NA,110,20,20.89,42.46667,20.2,40.53,21.79,41.29,19.73333,41.86333,19,50.99333,3.663333,92.5,19.62778,39.68222,21.79,47.19167,19.03333,44.69333,3.7,740.2,94,6,40,2.8,3.446358,3.446358
"4274",NA,90,0,20.89,42.545,20.2,40.4,21.79,41.29,20.19333,41.79,19,50.86833,3.826667,92.43333,19.6,39.51722,21.79,46.99222,19,44.22333,3.8,740.2833,93.66667,6,40,2.85,42.34346,42.34346
"4275",NA,80,0,20.89,42.46667,20.2,40.32667,21.79,41.29,20.53333,41.52667,19,50.72667,3.9,92.5,19.6,39.35722,21.78,46.70222,19,43.89,3.9,740.3667,93.33333,6,40,2.9,19.35528,19.35528
"4276",NA,90,10,20.89,43.86,20.2,40.23,21.79,41.26,20.53333,41.32667,19,50.54167,4.03,92.53,19.58889,39.265,21.745,46.51833,19,43.63333,4,740.45,93,6,40,2.95,26.51301,26.51301
"4277",NA,80,0,20.89,43.86333,20.2,40.36333,21.79,41.2,20.39,40.96667,19,50.43333,4.156667,92.59,19.50556,39.12778,21.72,46.345,19,43.36,4.1,740.5333,92.66667,6,40,3,9.189392,9.189392
"4278",NA,80,0,20.89,43.46333,20.2,40.4,21.7,41.16333,20.32333,40.96667,19,50.35722,4.433333,92.72667,19.5,39.03,21.7,46.215,19,43.1,4.2,740.6167,92.33333,6,40,3.05,22.7813,22.7813
"4279",NA,80,0,20.89,43.13333,20.2,40.4,21.7,41.09,20.16667,40.72333,19,50.275,4.56,92.8,19.5,38.98333,21.7,46.225,19,42.82667,4.3,740.7,92,6,40,3.1,2.887087,2.887087
"4280",NA,70,0,20.89,42.93333,20.2,40.26,21.66667,40.96667,20.075,40.4975,19,50.19167,4.695,92.745,19.5,38.92778,21.67778,46.28833,19,42.56,4.466667,740.7833,91.66667,5.833333,40,3.2,2.413896,2.413896
"4281",NA,80,0,20.89,42.76,20.2,40.2,21.6,40.9,20,40.32667,19,50.09,4.963333,92.86667,19.5,38.99278,21.7,46.4,19,42.43333,4.633333,740.8667,91.33333,5.666667,40,3.3,12.59831,12.59831
"4282",NA,90,0,20.89,42.62667,20.16667,40.2,21.6,40.93333,19.96333,40.26,19,50.00944,5.156667,92.86667,19.5,39.145,21.65556,46.36778,19,42.2,4.8,740.95,91,5.5,40,3.4,12.56178,12.56178
"4283",NA,90,0,20.79,42.36333,20.16667,40.2,21.6,40.93333,19.82333,40.2,19,49.94444,5.366667,92.93333,19.5,39.22111,21.64444,46.44444,19,42.06667,4.966667,741.0333,90.66667,5.333333,40,3.5,1.585753,1.585753
"4284",NA,150,10,20.79,42.23,20.1,40.2,21.6,40.9,19.79,40.23,19,49.86833,5.56,93,19.52778,39.41,21.62778,46.36056,19,41.96667,5.133333,741.1167,90.33333,5.166667,40,3.6,39.4162,39.4162
"4285",NA,150,0,20.79,42.23,20.1,40.2,21.6,40.96667,19.79,40.29,18.95722,49.81444,5.833333,93,19.56111,39.23,21.62222,46.345,19,41.82667,5.3,741.2,90,5,40,3.7,49.81809,49.81809
"4286",NA,80,0,20.79,42.36333,20.1,40.2,21.56667,40.9,19.7,40.43333,18.92667,49.775,5.9,93.06,19.5,39.08556,21.60556,46.46111,19,42.96,5.333333,741.3,89.66667,4.833333,40,3.683333,43.22888,43.22888
"4287",NA,70,10,20.79,42.63333,20.1,40.2,21.5,40.82667,19.7,40.56,18.91444,49.72,6,93,19.58333,39.2,21.67222,46.47222,19.06667,44.09333,5.366667,741.4,89.33333,4.666667,40,3.666667,30.47943,30.47943
"4288",NA,110,10,20.79,42.5,20.1,40.26,21.5,40.76,19.66667,40.36333,18.89,49.7,6.06,93.06,19.63889,39.18778,21.69444,46.37667,19.13333,44.56667,5.4,741.5,89,4.5,40,3.65,5.293639,5.293639
"4289",NA,110,0,20.79,42.53,20.1,40.46,21.32,40.925,19.6,40.29,18.93278,49.7,6.09,93.12333,19.60556,39.03,21.765,46.21,19.2,44.7,5.433333,741.6,88.66667,4.333333,40,3.633333,36.70187,36.70187
"4290",NA,90,0,20.79,42.86333,20.05,40.645,21.2,41.26,19.5,40.6,18.89611,49.7,6.156667,93.12333,19.6,38.96111,21.80111,46.185,19.2,44.7,5.466667,741.7,88.33333,4.166667,40,3.616667,40.58156,40.58156
"4291",NA,80,0,20.7,42.82667,20,40.59,21.2,41.23,19.5,41.26667,18.89,49.71,6.19,93.19,19.56111,38.73,21.80111,45.67056,19.2,44.595,5.5,741.8,88,4,40,3.6,6.238859,6.238859
"4292",NA,80,0,20.76,42.96667,20,40.59,21.26,41.36333,19.56667,41.43,18.89,49.75,6.33,93.19,19.5,38.50222,21.755,45.18389,19.2,44.5,5.383333,741.8167,88.83333,4.5,38,3.633333,43.12563,43.12563
"4293",NA,80,0,20.7,42.895,20,40.46667,21.29,41.4,19.5,41.29,18.93278,49.72,6.726667,93.3,19.5,38.32778,21.7,44.81333,19.2,44.46667,5.266667,741.8333,89.66667,5,36,3.666667,45.12275,45.12275
"4294",NA,70,10,20.7,42.59,20,40.46667,21.29,41.32667,19.5,41.06,18.90833,49.63278,6.66,93.36667,19.445,38.13,21.7,44.57,19.2,44.32667,5.15,741.85,90.5,5.5,34,3.7,2.314431,2.314431
"4295",NA,140,0,20.7,42.19667,19.96333,39.93333,21.26,40.76333,19.42667,40.86,18.90222,49.545,6.156667,93.3,19.39,37.93889,21.68889,44.21667,19.2,44.26,5.033333,741.8667,91.33333,6,32,3.733333,34.96048,34.96048
"4296",NA,70,0,20.66667,41.06333,19.76333,39.26667,21.13333,40.03,19.39,40.76,18.89,49.46111,6.09,93.3,19.39,37.845,21.65,43.89611,19.2,44.2,4.916667,741.8833,92.16667,6.5,30,3.766667,17.51808,17.51808
"4297",NA,50,0,20.6,40.99,19.73,39.32667,21,39.86333,19.39,40.62667,18.89,49.345,5.9,93.245,19.39,37.735,21.6,43.67944,19.16667,44.09,4.8,741.9,93,7,28,3.8,8.698063,8.698063
"4298",NA,70,0,20.6,41.09,19.79,39.46667,21,39.86333,19.35667,40.5,18.89,49.19667,5.833333,93.3,19.35111,37.7,21.6,43.49833,19.1,44.03,4.883333,741.9667,93,6.833333,28.16667,3.866667,27.3011,27.3011
"4299",NA,60,0,20.6,41.09,19.79,39.5,21,39.9,19.29,40.5,18.89,49.09,5.966667,93.3,19.34556,37.60833,21.6,43.345,19.16667,43.96667,4.966667,742.0333,93,6.666667,28.33333,3.933333,22.85509,22.85509
"4300",NA,70,0,20.6,41.16333,19.79,39.56,21,39.96667,19.29,40.43333,18.89,49.00944,6.123333,93.36667,19.29,37.59,21.53889,43.275,19.1,43.9,5.05,742.1,93,6.5,28.5,4,18.96825,18.96825
"4301",NA,70,0,20.6,41.16333,19.79,39.79,21,40.03,19.29,40.4,18.89,48.88056,6.396667,93.43333,19.29,37.535,21.5,43.145,19.1,43.79,5.133333,742.1667,93,6.333333,28.66667,4.066667,17.2357,17.2357
"4302",NA,60,0,20.6,41.23,19.79,39.79,21,40.16333,19.29,40.4,18.89,48.775,6.66,93.4,19.29,37.52,21.5,43.085,19.1,43.79,5.216667,742.2333,93,6.166667,28.83333,4.133333,12.37699,12.37699
"4303",NA,80,10,20.53333,41.29,19.85667,40,21,40.09,19.26,40.5,18.89,48.645,6.8,93.46667,19.29,37.5,21.5,43.055,19.16667,43.79,5.3,742.3,93,6,29,4.2,45.04504,45.04504
"4304",NA,70,0,20.5,41.92667,19.79,40,21,40.16333,19.2,40.56,18.89,48.59,6.4,93.5,19.29,37.5,21.50556,43.34556,19.16667,43.73,5.4,742.4,92.16667,5.833333,30.83333,4.166667,33.41851,33.41851
"4305",NA,60,0,20.56667,42.26,19.79,40.09,21,40.32667,19.2,40.86,18.89,48.555,6.4,93.5,19.29556,37.52222,21.56667,43.635,19.1,43.59,5.5,742.5,91.33333,5.666667,32.66667,4.133333,21.75018,21.75018
"4306",NA,70,0,20.6,42.4,19.85667,40.22333,21,40.32667,19.2,41.19333,18.89,48.51,6.53,93.5,19.45056,37.95056,21.69833,43.98889,19.1,43.66333,5.6,742.6,90.5,5.5,34.5,4.1,29.9503,29.9503
"4307",NA,80,0,20.6,42.4,19.89,40.53,21,40.43333,19.29,41.4,18.89,48.5,6.796667,93.5,19.655,38.11444,21.81778,44.28,19.2,43.62667,5.7,742.7,89.66667,5.333333,36.33333,4.066667,43.0545,43.0545
"4308",NA,120,0,20.6,42.36333,19.96333,40.66333,21,40.5225,19.29,41.4,18.89,48.5,7.093333,93.62333,19.77,38.10222,21.98167,44.56722,19.2,43.7,5.8,742.8,88.83333,5.166667,38.16667,4.033333,48.19955,48.19955
"4309",NA,110,0,20.6,42.36333,19.945,40.7,21,40.66333,19.29,41.23,18.89,48.51,6.693333,93.56333,19.76,38.20889,22.01667,44.90611,19.2,43.63333,5.9,742.9,88,5,40,4,38.36268,38.36268
"4310",NA,120,0,20.6,42.43333,19.89,40.7,21,40.82667,19.23,41.15667,18.89,48.585,6.69,93.59,19.79,38.345,22.07222,45.69611,19.2,43.5,5.966667,742.95,87.16667,4.833333,40,3.933333,13.16602,13.16602
"4311",NA,110,0,20.6,42.5,19.89,40.7,21,40.96667,19.2,41.06,18.89,48.60222,6.69,93.59,19.79,38.4,22.16667,46.39778,19.2,43.5,6.033333,743,86.33333,4.666667,40,3.866667,19.12015,19.12015
"4312",NA,110,0,20.6,42.5,19.89,40.59,21,41,19.2,41,18.89,48.645,6.8,93.69,19.79,38.4,22.205,46.77667,19.2,43.4,6.1,743.05,85.5,4.5,40,3.8,27.42028,27.42028
"4313",NA,100,10,20.6,42.5675,19.89,40.59,21,41.06,19.2,40.93333,18.89,48.725,6.866667,93.69,19.79556,38.46111,22.26,47.20722,19.2,43.4,6.166667,743.1,84.66667,4.333333,40,3.733333,24.00468,24.00468
"4314",NA,110,0,20.6,42.53,20,40.5,21,41.09,19.2,40.93333,18.89,48.79,7,93.69,19.87889,38.5,22.32889,47.46111,19.2,43.4,6.233333,743.15,83.83333,4.166667,40,3.666667,8.839008,8.839008
"4315",NA,90,0,20.6,42.46667,20,40.56,21,41.16333,19.2,41.03,18.89,48.86944,7.06,93.76333,19.89,38.5,22.42056,47.14222,19.2,43.46667,6.3,743.2,83,4,40,3.6,9.711544,9.711544
"4316",NA,100,0,20.6,42.46667,20,40.59,21,41.2,19.2,41.09,18.89,48.9,6.866667,93.69,19.96944,38.5,22.56111,46.68222,19.2,43.46667,6.2,743.3,84.33333,4.166667,40,3.716667,9.530744,9.530744
"4317",NA,110,0,20.6,42.5,20,40.59,21,41.2,19.1,41,18.89,48.97222,6.8,93.72667,20,38.51,22.65,46.31889,19.2,43.4,6.1,743.4,85.66667,4.333333,40,3.833333,15.46213,15.46213
"4318",NA,110,0,20.6,42.43333,20,40.56,21,41.2,19.175,41.0675,18.89,49,6.8,93.72667,20.02778,38.535,22.755,45.92056,19.2,43.4,6,743.5,87,4.5,40,3.95,19.69791,19.69791
"4319",NA,100,0,20.6,42.29,20,40.5,21,41.2,19.13333,41.09,18.89,49.02,6.56,93.72667,20.1,38.49222,22.84,45.52944,19.2,43.4,5.9,743.6,88.33333,4.666667,40,4.066667,4.068478,4.068478
"4320",NA,80,0,20.6,42.23,20.1,40.46667,21,41.2,19.1,41.12667,18.89,49,6.433333,93.72667,20.1,38.25722,22.93278,45.4,19.2,43.43333,5.8,743.7,89.66667,4.833333,40,4.183333,37.63276,37.63276
"4321",NA,80,0,20.5,42.26,20.1,40.4,21,41.2,19.1,41.2,18.89,49,6.3,93.69,20.09444,38.10333,23,45.4,19.2,43.43333,5.7,743.8,91,5,40,4.3,16.78227,16.78227
"4322",NA,80,0,20.5,42.2,20.1,40.4,20.89,41.2,19.1,41.2,18.89,49,6.226667,93.69,20.01111,37.96,22.93278,45.62222,19.2,43.36333,5.6,743.95,91,4.833333,40,4.216667,46.1852,46.1852
"4323",NA,80,0,20.5,42.09,20.03333,40.32667,20.89,41.2,19.1,41.26,18.89,49,6.06,93.62667,20,37.9,22.89,46.03389,19.2,43.23,5.5,744.1,91,4.666667,40,4.133333,17.87989,17.87989
"4324",NA,90,0,20.5,42.03,20,40.29,20.89,41.23,19.1,41.29,18.89,49,5.933333,93.5,19.98778,37.95,22.89611,46.00944,19.16667,43.16333,5.4,744.25,91,4.5,40,4.05,17.64786,17.64786
"4325",NA,80,0,20.5,42.09,20,40.29,20.89,41.23,19.03333,41.23,18.86778,48.96111,5.8,93.4,19.93278,38.15722,22.96333,45.83111,19.1,42.96333,5.3,744.4,91,4.333333,40,3.966667,20.68416,20.68416
"4326",NA,70,0,20.5,42.16333,20,40.36333,20.79,41.09,19,41.2,18.85667,48.89889,5.726667,93.4,19.93889,38.27,23,45.51667,19.1,42.86333,5.2,744.55,91,4.166667,40,3.883333,10.67389,10.67389
"4327",NA,90,30,20.5,42.36667,20,40.36333,20.79,41.09,19,41.2,18.87889,48.88778,5.656667,93.4,19.92056,38.32611,23,45.4,19.1,42.73,5.1,744.7,91,4,40,3.8,49.68895,49.68895
"4328",NA,120,20,20.5,42.7,20,40.45,20.79,41.16333,19,41.73,18.80667,48.80833,5.59,93.4,20,38.47667,23,45.40556,19.06667,42.46667,5.016667,744.8,91.66667,3.833333,43.83333,3.8,30.13604,30.13604
"4329",NA,360,20,20.5,42.79,20.1,40.56667,20.79,41.09,19,41.93,18.81222,48.82667,5.56,93.4,20,38.64333,23,45.64444,19,42.295,4.933333,744.9,92.33333,3.666667,47.66667,3.8,27.88566,27.88566
"4330",NA,530,20,20.5,42.79,20.1,40.76,20.79,41.16333,19,42.15667,18.79,48.845,5.5,93.4,20,38.91,23.00556,46.31111,19,42.2,4.85,745,93,3.5,51.5,3.8,44.69958,44.69958
"4331",NA,620,20,20.53333,44.56667,20.2,41.03,20.79,41.2,19,42.36333,18.79,48.92778,5.35,93.245,20.06111,38.95556,23.08889,47.06111,19,42.16333,4.766667,745.1,93.66667,3.333333,55.33333,3.8,3.48651,3.48651
"4332",NA,230,10,20.6,49.12,20.2,41.69667,20.79,41.26,19.03333,42.72667,18.79,49.08444,5.263333,93.23,20.1,38.90278,23.1,47.30667,19,42.09,4.683333,745.2,94.33333,3.166667,59.16667,3.8,39.09824,39.09824
"4333",NA,100,0,20.66667,52.73333,20.29,43.16667,20.89,41.65667,19.1,43.39333,18.79,49.48333,5.19,93.15667,20.1,38.58556,23.05,46.76444,19,42.09,4.6,745.3,95,3,63,3.8,41.18093,41.18093
"4334",NA,100,20,20.79,51.19333,20.35667,43.9,20.89,41.99,19.1,44.82333,18.79,49.92444,5.19,93.19,20.07222,38.20167,22.99389,46.16556,19,42.03,4.666667,745.4,94.33333,2.833333,57.33333,3.783333,24.38245,24.38245
"4335",NA,120,20,20.79,49.86,20.53333,43.76,20.92667,42.56667,19.1,45.49,18.81778,52.53778,5.19,93.19,19.99389,37.83444,22.98167,45.83111,19,41.96667,4.733333,745.5,93.66667,2.666667,51.66667,3.766667,19.33327,19.33327
"4336",NA,140,20,20.89,48.32333,20.6,43.56667,21,42.76,19.1,45.79,19.49056,72.325,5.19,93.19,19.90222,37.62,23,45.455,19,41.9,4.8,745.6,93,2.5,46,3.75,2.696814,2.696814
"4337",NA,100,10,20.96333,47.26333,20.6,43.1,21,42.9,19.125,45.695,20.325,84.32944,5.19,93.19,19.89,37.36722,23,44.97389,19,41.76,4.866667,745.7,92.33333,2.333333,40.33333,3.733333,46.03187,46.03187
"4338",NA,110,20,21,45.99667,20.6,42.76667,21,42.82667,19.13333,45.39,20.71722,86.97,5.19,93.19,19.89,37.985,22.93278,44.43,19,41.62667,4.933333,745.8,91.66667,2.166667,34.66667,3.716667,12.728,12.728
"4339",NA,110,10,21,45.25667,20.7,42.43,21,42.7,19.13333,45.02667,22.15722,90.26111,5.123333,93.19,19.93278,38.64667,22.84,43.74111,18.96333,41.46667,5,745.9,91,2,29,3.7,26.072,26.072
"4340",NA,140,20,21.03333,44.52667,20.7,42.09667,21,42.62667,19.13333,44.76667,21.775,90.10111,5.156667,93.19,20,38.96278,22.79,43.88333,18.96333,41.4,4.966667,745.9667,91.66667,2,27.66667,3.75,41.15258,41.15258
"4341",NA,130,10,21.1,44.26667,20.7,41.9,20.92667,42.46667,19.2,44.59,21.15111,92.85667,5.09,93.19,20,39.13278,22.87444,44.32,18.89,41.4,4.933333,746.0333,92.33333,2,26.33333,3.8,47.29737,47.29737
"4342",NA,140,10,21.13333,44.02667,20.76,41.76667,21,42.4,19.2,44.59,20.77222,93.97667,5,93.12333,20,39.26333,22.99944,44.42778,18.89,41.46667,4.9,746.1,93,2,25,3.85,42.34924,42.34924
"4343",NA,150,10,21.2,43.82667,20.89,41.66333,21,42.4,19.2,44.62667,20.63167,94.91389,5,93.12333,20.03333,39.33278,23.06667,44.43889,18.89,41.5,4.866667,746.1667,93.66667,2,23.66667,3.9,24.65639,24.65639
"4344",NA,230,0,21.2,43.66333,20.89,41.53,21,42.32667,19.2,44.7,21.61667,95.80222,4.9,93.15667,20.03333,39.38167,23.18333,44.37667,18.89,41.5,4.833333,746.2333,94.33333,2,22.33333,3.95,5.589348,5.589348
"4345",NA,130,0,21.26,43.59,21,41.43,21,42.26,19.2,44.79,21.72944,94.83611,4.833333,93.03,20.08333,39.67167,23.225,44.235,18.89,41.59,4.8,746.3,95,2,21,4,14.68446,14.68446
"4346",NA,130,0,21.29,43.62667,21.06667,41.36333,21.025,42.2225,19.2,44.86333,21.34778,94.98611,4.69,93,20.07778,39.36667,23.29,44.27,18.89,41.59,4.8,746.3833,95,2.166667,21.33333,4,28.47274,28.47274
"4347",NA,120,0,21.35667,43.7,21.1,41.4,21.1,42.29,19.2,45.03,21.16,94.45444,4.69,93,20.07778,39.41333,23.29,44.28,18.89,41.62667,4.8,746.4667,95,2.333333,21.66667,4,48.80373,48.80373
"4348",NA,130,0,21.39,43.46667,21.125,41.3725,21,42.2,19.2,45.09,20.97389,93.42333,4.69,93,20.1,39.28722,23.32889,44.205,18.89,41.6175,4.8,746.55,95,2.5,22,4,12.83748,12.83748
"4349",NA,110,20,21.39,43.32667,21.2,41.29,21,42.2,19.2,45.09,20.81778,91.69889,4.69,93.03,20.13889,39.225,23.39,44.17556,18.89,41.59,4.8,746.6333,95,2.666667,22.33333,4,4.29759,4.29759
"4350",NA,130,20,21.39,43.16333,21.1,41.23,21,42.16333,19.2,45.09,20.72944,89.41611,4.69,93.09,20.2,39.29,23.45111,44.42667,18.89,41.62667,4.8,746.7167,95,2.833333,22.66667,4,48.90273,48.90273
"4351",NA,140,20,21.39,43.09,21.16667,41.29,20.92667,42.09,19.32333,45.73,20.59444,87.06389,4.69,93.09,20.215,39.31389,23.45722,44.92833,18.82333,41.7,4.8,746.8,95,3,23,4,33.22719,33.22719
"4352",NA,150,20,21.39,43.045,21.1,41.4,20.79,42.09,19.39,45.73,20.505,85.12611,4.69,93.09,20.29,39.49889,23.5,45.47389,18.82333,41.82667,4.75,746.85,94.83333,3,22.83333,3.933333,29.42141,29.42141
"4353",NA,120,30,21.39,43.09,21.1,41.46667,20.79,42.16333,19.42667,45.73,20.38556,83.38389,4.69,93.03,20.29,39.65722,23.5,45.81611,18.89,41.96667,4.7,746.9,94.66667,3,22.66667,3.866667,8.222784,8.222784
"4354",NA,70,20,21.39,43.09,21.1,41.59,20.79,42.26,19.5,45.79,20.29611,81.82111,4.69,93.09,20.31778,39.81056,23.48167,46.20722,18.85667,42,4.65,746.95,94.5,3,22.5,3.8,4.969455,4.969455
"4355",NA,80,20,21.39,43.2,21.1,41.66333,20.79,42.2,19.63333,45.82667,20.21,80.42389,4.69,93.03,20.39,39.96111,23.39,46.79444,18.79,42,4.6,747,94.33333,3,22.33333,3.733333,44.17799,44.17799
"4356",NA,80,30,21.39,43.26,21.06667,41.66333,20.79,42.2,19.7,45.7225,20.13889,79.19444,4.623333,92.96333,20.41444,40.02889,23.39,47.22611,18.82333,42.26667,4.55,747.05,94.16667,3,22.16667,3.666667,34.28074,34.28074
"4357",NA,70,20,21.29,43.29,21,41.66333,20.79,42.2,19.7,45.46333,20.07222,78.18833,4.526667,92.93333,20.39,40.045,23.34,47.59944,18.89,42.46667,4.5,747.1,94,3,22,3.6,33.51894,33.51894
"4358",NA,70,20,21.29,43.29,20.96333,41.7,20.79,42.2,19.79,45.26,20,77.24333,4.26,92.66,20.37333,40.36278,23.29,47.795,18.85667,42.59,4.283333,747.1333,94.5,3,28.83333,3.45,15.78324,15.78324
"4359",NA,70,30,21.29,43.32667,20.89,41.7,20.79,42.26,19.79,45.2,20,76.54611,3.723333,91.99333,20.30111,40.54,23.265,48.11667,18.85667,42.72333,4.066667,747.1667,95,3,35.66667,3.3,16.69631,16.69631
"4360",NA,70,20,21.29,43.4,20.89,41.7,20.79,42.29,19.89,45.2,19.93278,75.98167,3.39,91.6,20.29,40.57556,23.2,48.10222,18.89,42.9,3.85,747.2,95.5,3,42.5,3.15,17.92588,17.92588
"4361",NA,80,20,21.26,43.4,20.82333,41.56667,20.79,42.29,19.96333,45.12667,19.86222,75.44222,3.026667,91.2,20.29,40.63278,23.17222,48.12056,18.89,42.96667,3.633333,747.2333,96,3,49.33333,3,17.642,17.642
"4362",NA,70,20,21.2,43.4,20.76,41.5,20.79,42.29,20,45.02667,19.79,74.635,2.826667,90.86667,20.29,40.61444,23.1,48.145,18.89,43,3.416667,747.2667,96.5,3,56.16667,2.85,13.25736,13.25736
"4363",NA,60,30,21.2,43.4,20.7,41.43333,20.79,42.29,20,44.82667,19.79,73.84944,2.663333,91.02667,20.265,40.54944,23.08333,48.11167,18.89,43.06,3.2,747.3,97,3,63,2.7,40.64589,40.64589
